;wine type;fixed acidity;volatile acidity;citric acid;residual sugar;magnesium;flavanoids;minerals;calcium;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
1786;Pinot noir;7.2;0.21;0.34;11.9;72.21369308687974;1112.55;246.13369308687973;173.92;0.043;37.0;213.0;0.9962;3.09;0.5;9.6;6
1787;Merlot;7.2;0.21;0.35;14.5;37.819354421591726;546.01;244.62935442159173;206.81;0.048;35.0;178.0;0.9982;3.05;0.47;8.9;6
1788;Chardonnay;8.2;0.27;0.43;1.6;70.60319729227025;829.1;257.39319729227026;186.79;0.035;31.0;128.0;0.9916;3.1;0.5;12.3;6
1789;Merlot;7.0;0.46;0.2;16.7;36.72335388254149;730.98;177.01335388254148;140.29;0.046;50.0;184.0;0.99898;3.08;0.56;9.4;5
1790;Merlot;7.6;0.32;0.36;1.6;83.20281473062482;1097.59;383.30281473062485;300.1;0.04;32.0;155.0;0.993;3.23;0.52;11.3;6
1791;Merlot;7.7;0.49;1.0;19.6;9.813584806369102;978.14;304.02358480636906;294.21;0.03;28.0;135.0;0.9973;3.24;0.4;12.0;6
1792;Chardonnay;6.7;0.22;0.33;1.2;72.92174010186623;1348.36;336.85174010186626;263.93;0.036;36.0;86.0;0.99058;3.1;0.76;11.4;6
1793;Pinot noir;7.0;0.39;0.31;5.3;48.95419114574007;901.15;419.2441911457401;370.29;0.169;32.0;162.0;0.9965;3.2;0.48;9.4;5
1794;Cabernet Sauvignon;7.1;0.18;0.26;1.3;81.56409778431596;1238.55;298.31409778431595;216.75;0.041;20.0;71.0;0.9926;3.04;0.74;9.9;6
1795;Cabernet Sauvignon;5.4;0.53;0.16;2.7;3.971205000788869;1065.43;238.88120500078887;234.91;0.036;34.0;128.0;0.98856;3.2;0.53;13.2;8
1796;Cabernet Sauvignon;7.2;0.2;0.34;2.7;41.54568845082268;976.94;258.07568845082267;216.53;0.032;49.0;151.0;0.99;3.16;0.39;12.7;7
1797;Gamay;6.5;0.4;0.31;3.5;93.70241593537393;1388.31;295.58241593537394;201.88;0.046;22.0;147.0;0.99024;3.15;0.31;12.0;2
1798;Chardonnay;7.5;0.26;0.31;1.6;55.96996406972501;1195.59;326.959964069725;270.99;0.032;36.0;109.0;0.99044;2.97;0.43;11.9;6
1799;Chardonnay;6.0;0.24;0.41;1.3;5.61358199636558;798.58;205.31358199636557;199.7;0.036;42.0;118.0;0.99018;3.04;0.64;11.7333333333333;6
1800;Cabernet Sauvignon;6.8;0.26;0.43;11.75;33.7967476184859;429.0;280.7267476184859;246.93;0.045;53.0;198.0;0.9969;3.26;0.55;9.5;5
1801;Pinot noir;6.6;0.54;0.21;16.3;46.693398675361145;866.41;362.4733986753611;315.78;0.055;41.0;182.0;0.9986;3.35;0.54;10.4;6
1802;Cabernet Sauvignon;6.9;0.3;0.49;7.6;19.714612240766506;1232.13;303.0746122407665;283.36;0.057;25.0;156.0;0.9962;3.43;0.63;11.0;7
1803;Pinot noir;6.7;0.64;0.3;1.2;77.92992492770611;1656.25;319.3099249277061;241.38;0.03;18.0;76.0;0.9892;3.16;0.6;12.9;4
1804;Pinot noir;5.6;0.42;0.34;2.4;62.045917679962635;838.26;234.17591767996262;172.13;0.022;34.0;97.0;0.98915;3.22;0.38;12.8;7
1805;Chardonnay;6.9;0.19;0.31;19.25;19.964614856146724;692.54;252.95461485614675;232.99;0.043;38.0;167.0;0.99954;2.93;0.52;9.1;7
1806;Gamay;6.4;0.17;0.27;9.9;83.5922185152007;660.79;312.1922185152007;228.6;0.047;26.0;101.0;0.99596;3.34;0.5;9.9;2
1807;Cabernet Sauvignon;7.8;0.18;0.31;12.2;13.369867251818102;893.34;360.3798672518181;347.01;0.053;46.0;140.0;0.998;3.06;0.53;8.9;6
1808;Pinot noir;8.6;0.31;0.3;0.9;83.25939456888423;1146.64;224.01939456888422;140.76;0.045;16.0;109.0;0.99249;2.95;0.39;10.1;5
1809;Cabernet Sauvignon;6.8;0.27;0.37;8.2;15.984563715437938;1117.34;252.47456371543794;236.49;0.055;52.0;192.0;0.99586;3.11;0.52;9.5;6
1810;Chardonnay;7.0;0.47;0.07;1.1;3.843704476545373;1207.3;191.4637044765454;187.62;0.035;17.0;151.0;0.991;3.02;0.34;10.5;5
1811;Gamay;6.9;0.16;0.37;1.8;62.48842058279632;1298.2;200.22842058279633;137.74;0.034;36.0;95.0;0.98952;2.93;0.59;12.0;2
1812;Pinot noir;7.4;0.33;0.44;7.6;65.09159846667923;814.57;282.99159846667925;217.9;0.05;40.0;227.0;0.99679;3.12;0.52;9.0;5
1813;Chardonnay;6.9;0.22;0.37;15.0;86.07591483794927;675.93;315.4159148379493;229.34;0.053;59.0;178.0;0.9992;3.37;0.82;9.5;7
1814;Merlot;6.5;0.27;0.26;11.0;2.813789330199312;1078.97;197.24378933019932;194.43;0.03;2.0;82.0;0.99402;3.07;0.36;11.2;5
1815;Cabernet Sauvignon;7.0;0.29;0.35;1.4;29.0761726469118;666.29;232.9861726469118;203.91;0.036;42.0;109.0;0.99119;3.31;0.62;11.6;6
1816;Chardonnay;7.1;0.27;0.27;10.4;76.45959572134575;722.78;250.50959572134576;174.05;0.041;26.0;114.0;0.99335;3.04;0.52;11.5;7
1817;Pinot noir;7.3;0.18;0.29;1.0;76.8113210912541;965.61;331.7813210912541;254.97;0.036;26.0;101.0;0.99;3.09;0.37;11.7;6
1818;Cabernet Sauvignon;7.0;0.22;0.28;1.5;24.735706050655317;1181.49;240.85570605065533;216.12;0.037;29.0;115.0;0.9927;3.11;0.55;10.5;6
1819;Gamay;7.5;0.24;0.31;13.1;71.24667404833764;1094.94;394.97667404833766;323.73;0.05;26.0;180.0;0.99884;3.05;0.53;9.1;2
1820;Pinot noir;6.4;0.28;0.27;11.0;33.18400103457877;1092.91;283.8140010345788;250.63;0.042;45.0;148.0;0.99786;3.14;0.46;8.7;5
1821;Pinot noir;7.3;0.13;0.27;4.6;49.958988533664595;876.92;261.15898853366457;211.2;0.08;34.0;172.0;0.9938;3.23;0.39;11.1;7
1822;Merlot;6.8;0.11;0.27;8.6;48.23308269884997;1188.54;300.15308269884997;251.92;0.044;45.0;104.0;0.99454;3.2;0.37;9.9;6
1823;Merlot;7.4;0.31;0.74;10.7;53.711818327494086;364.64;304.56181832749405;250.85;0.039;51.0;147.0;0.9977;3.02;0.43;8.7;5
1824;Chardonnay;7.1;0.26;0.34;14.4;17.396206615219324;962.94;252.2162066152193;234.82;0.067;35.0;189.0;0.9986;3.07;0.53;9.1;7
1825;Pinot noir;6.7;0.33;0.49;1.6;96.12685020248979;505.68;271.1068502024898;174.98;0.167;20.0;94.0;0.9914;3.11;0.5;11.4;6
1826;Chardonnay;8.3;0.26;0.31;2.0;30.24670557301201;1136.4;295.18670557301203;264.94;0.029;14.0;141.0;0.99077;2.95;0.77;12.2;6
1827;Chardonnay;6.8;0.21;0.36;18.1;21.437932538079586;858.93;405.25793253807956;383.82;0.046;32.0;133.0;1.0;3.27;0.48;8.8;5
1828;Merlot;7.5;0.27;0.31;5.8;81.29266792774024;1231.62;351.16266792774024;269.87;0.057;131.0;313.0;0.9946;3.18;0.59;10.5;5
1829;Gamay;6.2;0.39;0.24;4.8;34.83746060111916;1217.23;306.17746060111915;271.34;0.037;45.0;138.0;0.99174;3.23;0.43;11.2;2
1830;Merlot;5.7;0.26;0.3;1.8;27.465795012937278;682.41;165.56579501293726;138.1;0.039;30.0;105.0;0.98995;3.48;0.52;12.5;7
1831;Chardonnay;9.0;0.2;0.33;3.5;81.37812561411654;869.63;391.86812561411654;310.49;0.049;10.0;40.0;0.9944;3.14;0.36;9.8;6
1832;Merlot;6.0;0.28;0.29;19.3;85.95410254616947;1071.04;301.59410254616944;215.64;0.051;36.0;174.0;0.99911;3.14;0.5;9.0;5
1833;Chardonnay;7.4;0.33;0.26;15.6;58.0017492253754;562.66;237.7517492253754;179.75;0.049;67.0;210.0;0.99907;3.06;0.68;9.5;5
1834;Chardonnay;6.7;0.15;0.32;7.9;45.64785418106202;1050.6;79.89785418106203;34.25;0.034;17.0;81.0;0.99512;3.29;0.31;10.0;6
1835;Cabernet Sauvignon;7.9;0.28;0.32;3.6;8.93842009215784;367.38;407.25842009215785;398.32;0.038;9.0;76.0;0.992;3.05;0.31;11.7;4
1836;Cabernet Sauvignon;6.8;0.45;0.3;11.8;6.755575014547743;1209.05;240.46557501454774;233.71;0.094;23.0;97.0;0.997;3.09;0.44;9.6;5
1837;Merlot;5.9;0.435;0.16;6.4;94.2494865204705;1546.34;211.6494865204705;117.4;0.031;21.0;134.0;0.99151;3.24;0.46;12.2;6
1838;Merlot;7.9;0.41;0.37;4.5;43.41622811443284;537.95;266.6862281144329;223.27;0.03;40.0;114.0;0.992;3.17;0.54;12.4;7
1839;Pinot noir;8.1;0.34;0.28;7.5;71.82721912828639;975.17;410.5072191282864;338.68;0.04;70.0;230.0;0.99558;3.14;0.55;9.8;6
1840;Pinot noir;8.6;0.22;0.33;1.2;73.64706150001045;407.14;297.34706150001045;223.7;0.031;38.0;95.0;0.99239;2.83;0.31;10.3;5
1841;Pinot noir;5.8;0.12;0.21;1.3;58.97359237837253;949.39;242.01359237837252;183.04;0.056;35.0;121.0;0.9908;3.32;0.33;11.4;6
1842;Pinot noir;6.4;0.15;0.36;1.8;22.74960148217233;1410.03;347.88960148217234;325.14;0.034;43.0;150.0;0.9922;3.42;0.69;11.0;8
1843;Merlot;7.2;0.39;0.54;1.4;53.25386764786677;930.36;244.85386764786676;191.6;0.157;34.0;132.0;0.99449;3.11;0.53;9.0;6
1844;Chardonnay;6.4;0.23;0.39;1.8;59.169333878043304;1084.45;323.7493338780433;264.58;0.032;23.0;118.0;0.9912;3.32;0.5;11.8;6
1845;Cabernet Sauvignon;7.2;0.24;0.29;2.2;25.512707703293735;1241.66;224.00270770329374;198.49;0.037;37.0;102.0;0.992;3.27;0.64;11.0;7
1846;Pinot noir;6.4;0.27;0.29;3.9;79.17235663826506;1548.76;297.47235663826507;218.3;0.034;62.0;140.0;0.99237;3.1;0.59;11.1;6
1847;Chardonnay;6.4;0.46;0.08;4.9;3.0851951962301616;727.35;240.10519519623017;237.02;0.046;34.0;144.0;0.99445;3.1;0.56;10.0;5
1848;Pinot noir;7.0;0.27;0.74;1.5;88.53930532533026;830.42;466.91930532533024;378.38;0.036;27.0;122.0;0.9926;3.35;0.48;11.2;6
1849;Merlot;6.7;0.24;0.26;5.4;14.041514769338448;697.25;258.68151476933843;244.64;0.03;15.0;94.0;0.99045;3.15;0.38;12.7;6
1850;Cabernet Sauvignon;7.3;0.25;0.36;13.1;61.23971717296656;687.81;341.69971717296653;280.46;0.05;35.0;200.0;0.9986;3.04;0.46;8.9;7
1851;Cabernet Sauvignon;6.9;0.32;0.13;7.8;13.345310372292607;894.44;321.1753103722926;307.83;0.042;11.0;117.0;0.996;3.23;0.37;9.2;5
1852;Merlot;7.3;0.2;0.29;19.9;64.2227288091602;949.85;191.55272880916021;127.33;0.039;69.0;237.0;1.00037;3.1;0.48;9.2;6
1853;Pinot noir;6.6;0.24;0.29;2.0;11.784913696455469;843.3;244.8949136964555;233.11;0.023;19.0;86.0;0.99;3.25;0.45;12.5;6
1854;Merlot;6.8;0.23;0.39;16.1;97.7324876703916;993.85;440.5724876703916;342.84;0.053;71.0;194.0;0.9988;3.18;0.64;10.2;6
1855;Pinot noir;8.1;0.31;0.36;8.2;18.413868737557358;1235.84;459.7938687375574;441.38;0.028;29.0;142.0;0.9925;3.01;0.34;13.0;7
1856;Cabernet Sauvignon;7.1;0.34;0.2;6.1;51.05214519678485;947.62;407.2821451967849;356.23;0.063;47.0;164.0;0.9946;3.17;0.42;10.0;5
1857;Pinot noir;5.0;0.35;0.25;7.8;82.01647065840642;1646.76;378.3464706584064;296.33;0.031;24.0;116.0;0.99241;3.39;0.4;11.3;6
1858;Chardonnay;6.9;0.3;0.3;1.3;54.79377091264347;1139.44;311.9137709126435;257.12;0.053;24.0;186.0;0.99361;3.29;0.54;9.9;4
1859;Cabernet Sauvignon;7.2;0.24;0.27;11.4;61.336248618534725;1244.93;390.6762486185347;329.34;0.034;40.0;174.0;0.99773;3.2;0.44;9.0;5
1860;Pinot noir;7.5;0.27;0.36;7.0;58.33046229533703;1606.19;226.120462295337;167.79;0.036;45.0;164.0;0.9939;3.03;0.33;11.0;5
1861;Merlot;6.7;0.15;0.32;7.9;26.76093540281209;735.52;302.9909354028121;276.23;0.034;17.0;81.0;0.99512;3.29;0.31;10.0;6
1862;Pinot noir;7.1;0.145;0.33;4.6;55.63010579050379;1048.15;229.4401057905038;173.81;0.05;33.0;131.0;0.9942;3.28;0.4;9.6;6
1863;Merlot;6.4;0.21;0.3;5.6;79.23246481059284;1299.81;293.81246481059287;214.58;0.044;43.0;160.0;0.9949;3.6;0.41;10.6;6
1864;Pinot noir;8.0;0.24;0.48;6.8;49.23621728003222;611.11;151.69621728003222;102.46;0.047;13.0;134.0;0.99616;3.23;0.7;10.0;5
1865;Cabernet Sauvignon;6.6;0.26;0.56;15.4;41.11427717197632;972.21;255.7842771719763;214.67;0.053;32.0;141.0;0.9981;3.11;0.49;9.3;5
1866;Pinot noir;6.9;0.27;0.49;23.5;44.285497281628054;1565.97;382.18549728162805;337.9;0.057;59.0;235.0;1.0024;2.98;0.47;8.6;5
1867;Merlot;5.9;0.4;0.32;6.0;29.809865427870886;1021.29;344.2898654278709;314.48;0.034;50.0;127.0;0.992;3.51;0.58;12.5;7
1868;Cabernet Sauvignon;7.0;0.22;0.33;2.1;15.25636019501001;1293.7;144.26636019501;129.01;0.052;15.0;76.0;0.993;3.2;0.41;10.6;6
1869;Pinot noir;7.7;0.42;0.38;8.1;80.94942240234997;845.88;311.95942240234996;231.01;0.061;49.0;144.0;0.9966;3.4;0.58;11.0;6
1870;Chardonnay;6.8;0.23;0.29;15.4;82.80319689290863;1011.47;190.14319689290863;107.34;0.073;56.0;173.0;0.9984;3.06;0.41;8.7;6
1871;Pinot noir;5.8;0.3;0.12;1.6;48.50581891400784;1185.21;218.81581891400785;170.31;0.036;57.0;163.0;0.99239;3.38;0.59;10.5;6
1872;Cabernet Sauvignon;8.3;0.21;0.58;17.1;82.06938492739246;605.78;357.56938492739243;275.5;0.049;62.0;213.0;1.0006;3.01;0.51;9.3;6
1873;Pinot noir;7.8;0.2;0.32;5.0;51.986156320201225;1201.47;409.29615632020125;357.31;0.016;31.0;101.0;0.99186;2.99;0.39;11.0;6
1874;Merlot;7.4;0.21;0.27;7.3;57.98905607566426;848.29;341.9290560756643;283.94;0.031;41.0;144.0;0.9932;3.15;0.38;11.8;7
1875;Merlot;5.7;0.22;0.2;16.0;56.003609935403944;705.41;328.07360993540397;272.07;0.044;41.0;113.0;0.99862;3.22;0.46;8.9;6
1876;Cabernet Sauvignon;7.3;0.22;0.41;15.4;36.586505085079246;564.75;304.08650508507924;267.5;0.05;55.0;191.0;1.0;3.32;0.59;8.9;6
1877;Merlot;7.1;0.34;0.49;1.5;11.508112265126458;802.81;294.81811226512644;283.31;0.027;26.0;126.0;0.99;3.3;0.33;12.2;7
1878;Chardonnay;6.5;0.425;0.4;13.1;32.05778074258268;821.07;176.96778074258268;144.91;0.038;59.0;241.0;0.9979;3.23;0.57;9.0;5
1879;Cabernet Sauvignon;5.8;0.26;0.24;9.2;81.14951276619246;824.97;264.7995127661925;183.65;0.044;55.0;152.0;0.9961;3.31;0.38;9.4;5
1880;Merlot;6.3;0.26;0.25;5.2;32.5936878016298;995.69;256.6636878016298;224.07;0.046;11.0;133.0;0.99202;2.97;0.68;11.0;6
1881;Pinot noir;5.8;0.29;0.33;3.7;25.0323160139044;914.25;216.3323160139044;191.3;0.029;30.0;88.0;0.98994;3.25;0.42;12.3;6
1882;Pinot noir;8.0;0.36;0.39;1.6;9.056094513065228;1130.05;290.3760945130652;281.32;0.024;26.0;93.0;0.99116;3.15;0.49;11.9;6
1883;Pinot noir;7.7;0.28;0.63;11.1;79.976056139195;943.63;334.586056139195;254.61;0.039;58.0;179.0;0.9979;3.08;0.44;8.8;4
1884;Merlot;7.8;0.24;0.18;6.7;89.92067317020496;805.67;369.900673170205;279.98;0.046;33.0;160.0;0.9963;3.2;0.56;9.8;6
1885;Merlot;7.15;0.17;0.24;9.6;16.024010899599194;1280.42;132.8940108995992;116.87;0.119;56.0;178.0;0.99578;3.15;0.44;10.2;6
1886;Merlot;6.1;0.25;0.24;12.1;67.19315268870852;966.35;239.38315268870852;172.19;0.046;51.0;172.0;0.998;3.35;0.45;9.5;5
1887;Pinot noir;6.8;0.24;0.29;9.5;43.38837192429921;1060.11;298.75837192429924;255.37;0.042;56.0;157.0;0.99586;3.11;0.51;10.1;6
1888;Chardonnay;7.7;0.16;0.41;1.7;33.5126259640307;937.98;257.4826259640307;223.97;0.048;60.0;173.0;0.9932;3.24;0.66;11.2;99
1889;Chardonnay;7.3;0.27;0.39;6.7;80.9013471092235;963.69;339.2813471092235;258.38;0.064;28.0;188.0;0.9958;3.29;0.3;9.7;5
1890;Merlot;6.1;0.37;0.46;12.0;84.24447576594616;1011.29;318.8344757659462;234.59;0.042;61.0;210.0;0.997;3.17;0.59;9.7;6
1891;Chardonnay;7.0;0.31;0.29;1.4;17.130406327754276;1133.26;244.77040632775427;227.64;0.037;33.0;128.0;0.9896;3.12;0.36;12.2;7
1892;Cabernet Sauvignon;6.6;0.44;0.32;3.0;54.03559298874535;743.85;237.35559298874534;183.32;0.095;13.0;75.0;0.98954;3.1;0.63;12.8;6
1893;Merlot;6.1;0.27;0.31;1.5;67.1430408856544;1075.32;342.91304088565437;275.77;0.035;17.0;83.0;0.99076;3.32;0.44;11.1;7
1894;Chardonnay;7.4;0.28;0.42;19.8;73.4951376703131;1192.64;453.66513767031313;380.17;0.066;53.0;195.0;1.0;2.96;0.44;9.1;5
1895;Chardonnay;5.6;0.24;0.34;2.0;37.57545048049189;1004.37;406.5654504804919;368.99;0.041;14.0;73.0;0.98981;3.04;0.45;11.6;7
1896;Merlot;7.0;0.33;0.32;1.2;53.872545094973134;908.82;155.12254509497313;101.25;0.053;38.0;138.0;0.9906;3.13;0.28;11.2;6
1897;Cabernet Sauvignon;6.8;0.33;0.31;7.4;22.67295639277691;720.48;260.4329563927769;237.76;0.045;34.0;143.0;0.99226;3.06;0.55;12.2;6
1898;Cabernet Sauvignon;7.6;0.22;0.28;12.0;57.04242042401021;1341.89;236.2224204240102;179.18;0.056;68.0;143.0;0.9983;2.99;0.3;9.2;6
1899;Cabernet Sauvignon;8.4;0.22;0.3;1.3;63.038167449166785;908.28;234.6681674491668;171.63;0.038;45.0;122.0;0.99178;3.13;0.54;10.8;7
1900;Gamay;7.0;0.16;0.3;2.6;58.925890218481115;474.84;340.48589021848113;281.56;0.043;34.0;90.0;0.99047;2.88;0.47;11.2;2
1901;Cabernet Sauvignon;7.1;0.17;0.38;7.4;15.885865383963916;767.79;210.0058653839639;194.12;0.052;49.0;182.0;0.9958;3.35;0.52;9.6;6
1902;Cabernet Sauvignon;6.0;0.33;0.2;1.8;21.662265558002414;1170.91;153.0722655580024;131.41;0.031;49.0;159.0;0.9919;3.41;0.53;11.0;6
1903;Merlot;7.3;0.31;0.69;10.2;95.7721191410901;796.0;353.87211914109014;258.1;0.041;58.0;160.0;0.9977;3.06;0.45;8.6;5
1904;Merlot;7.0;0.2;0.34;5.7;66.72215972530007;802.29;317.4521597253001;250.73;0.035;32.0;83.0;0.9928;3.19;0.46;11.5;6
1905;Gamay;5.4;0.265;0.28;7.8;80.81903533016444;1104.62;444.5990353301644;363.78;0.052;27.0;91.0;0.99432;3.19;0.38;10.4;2
1906;Gamay;7.0;0.22;0.28;10.6;42.209064986580636;1472.32;243.14906498658064;200.94;0.039;32.0;117.0;0.99355;3.05;0.55;11.5;2
1907;Pinot noir;9.0;0.26;0.34;6.7;33.96569963099063;577.41;353.3056996309906;319.34;0.029;21.0;162.0;0.99497;3.08;0.5;10.6;6
1908;Chardonnay;7.7;0.25;0.49;2.5;64.01222561598897;762.08;294.35222561598897;230.34;0.047;31.0;169.0;0.99252;3.07;0.57;10.6;6
1909;Gamay;6.0;0.32;0.12;5.9;64.11639514133685;734.1;279.16639514133686;215.05;0.041;34.0;190.0;0.9944;3.16;0.72;10.0;1
1910;Cabernet Sauvignon;6.7;0.31;0.32;14.5;95.45329500400271;1358.66;296.43329500400273;200.98;0.038;6.0;79.0;0.99412;3.14;0.34;12.5;5
1911;Merlot;7.0;0.24;0.47;1.3;57.675680182775736;1390.63;262.5256801827757;204.85;0.043;18.0;131.0;0.99176;3.19;0.45;11.0;6
1912;Pinot noir;6.2;0.21;0.27;1.7;66.42256187530495;922.49;369.04256187530495;302.62;0.038;41.0;150.0;0.9933;3.49;0.71;10.5;7
1913;Cabernet Sauvignon;6.4;0.24;0.49;5.8;88.21891612403505;775.72;270.95891612403506;182.74;0.053;25.0;120.0;0.9942;3.01;0.98;10.5;6
1914;Cabernet Sauvignon;6.6;0.24;0.28;1.8;86.4065948767838;1036.81;192.19659487678382;105.79;0.028;39.0;132.0;0.99182;3.34;0.46;11.4;5
1915;Chardonnay;5.0;0.35;0.25;7.8;44.24584528950696;990.72;244.81584528950697;200.57;0.031;24.0;116.0;0.99241;3.39;0.4;11.3;6
1916;Cabernet Sauvignon;7.3;0.34;0.22;1.4;72.25744291540917;861.27;349.21744291540915;276.96;0.044;43.0;176.0;0.99286;3.14;0.46;9.9;5
1917;Cabernet Sauvignon;5.4;0.185;0.19;7.1;45.13435468517167;1307.84;298.60435468517164;253.47;0.048;36.0;110.0;0.99438;3.26;0.41;9.5;6
1918;Pinot noir;6.5;0.39;0.35;1.6;43.689067064816896;877.79;216.5090670648169;172.82;0.049;10.0;164.0;0.99516;3.35;0.51;9.7;5
1919;Chardonnay;6.1;1.1;0.16;4.4;70.90684894596664;1043.22;290.43684894596663;219.53;0.033;8.0;109.0;0.99058;3.35;0.47;12.4;4
1920;Pinot noir;6.8;0.21;0.27;18.15;71.66171371942113;1180.34;166.34171371942114;94.68;0.042;41.0;146.0;1.0001;3.3;0.36;8.7;5
1921;Pinot noir;5.0;0.33;0.16;1.5;22.159048418959504;664.31;184.58904841895952;162.43;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6
1922;Pinot noir;7.9;0.44;0.26;4.45;54.89700858543485;467.81;260.67700858543486;205.78;0.033;23.0;100.0;0.99117;3.17;0.52;12.7;6
1923;Chardonnay;6.5;0.29;0.52;1.7;31.456928726821086;705.2;295.1669287268211;263.71;0.034;41.0;193.0;0.99223;3.25;0.59;10.4;6
1924;Pinot noir;7.4;0.28;0.5;12.1;8.630142922490636;1136.34;282.5201429224906;273.89;0.049;48.0;122.0;0.9973;3.01;0.44;9.0;5
1925;Pinot noir;7.5;0.19;0.34;2.6;53.206515834694144;1032.46;345.94651583469414;292.74;0.037;33.0;125.0;0.9923;3.1;0.49;11.1;7
1926;Merlot;7.1;0.22;0.32;16.9;21.906718144627035;680.96;365.96671814462707;344.06;0.056;49.0;158.0;0.9998;3.37;0.38;9.6;6
1927;Cabernet Sauvignon;5.8;0.31;0.31;7.5;14.65370927304498;1206.79;140.37370927304497;125.72;0.052;55.0;230.0;0.9949;3.19;0.46;9.8;5
1928;Merlot;7.6;0.31;0.29;10.5;47.40601726809165;1048.02;318.43601726809163;271.03;0.04;21.0;145.0;0.9966;3.04;0.35;9.4;5
1929;Cabernet Sauvignon;8.3;0.36;0.57;15.0;47.37431790133756;1182.22;333.1643179013376;285.79;0.052;35.0;256.0;1.0001;2.93;0.64;8.6;5
1930;Cabernet Sauvignon;8.5;0.17;0.31;1.0;51.657283482114316;1214.65;367.46728348211434;315.81;0.024;13.0;91.0;0.993;2.79;0.37;10.1;5
1931;Merlot;7.2;0.15;0.39;1.8;34.92931185923045;1264.53;336.04931185923044;301.12;0.043;21.0;159.0;0.9948;3.52;0.47;10.0;5
1932;Merlot;6.6;0.25;0.31;1.5;14.653453613398293;1523.23;282.1134536133983;267.46;0.035;32.0;127.0;0.9921;3.41;0.47;11.3;6
1933;Merlot;7.0;0.44;0.24;12.1;88.17719335369773;1106.36;434.24719335369775;346.07;0.056;68.0;210.0;0.99718;3.05;0.5;9.5;5
1934;Pinot noir;6.9;0.43;0.28;9.4;92.9794864908286;582.01;386.1094864908286;293.13;0.056;29.0;183.0;0.99594;3.17;0.43;9.4;5
1935;Pinot noir;7.3;0.24;0.34;15.4;58.89192132430213;423.35;300.51192132430214;241.62;0.05;38.0;174.0;0.9983;3.03;0.42;9.0;6
1936;Chardonnay;6.9;0.32;0.27;16.0;65.23974507951587;1249.68;152.64974507951587;87.41;0.034;58.0;185.0;0.99938;3.34;0.6;9.0;6
1937;Pinot noir;9.4;0.3;0.32;10.7;30.953782426429864;920.14;169.52378242642985;138.57;0.029;14.0;111.0;0.9958;2.85;0.42;10.6;5
1938;Merlot;8.1;0.28;0.34;1.3;23.939608056521088;648.72;131.56960805652108;107.63;0.035;11.0;126.0;0.99232;3.14;0.5;9.8;6
1939;Chardonnay;5.3;0.36;0.27;6.3;25.462101474141107;1176.06;328.2221014741411;302.76;0.028;40.0;132.0;0.99186;3.37;0.4;11.6;6
1940;Pinot noir;7.5;0.18;0.31;11.7;53.161706262117136;943.72;209.90170626211716;156.74;0.051;24.0;94.0;0.997;3.19;0.44;9.5;7
1941;Pinot noir;7.0;0.21;0.34;8.0;41.45783911639847;438.25;395.91783911639845;354.46;0.057;19.0;101.0;0.9954;2.99;0.59;9.4;5
1942;Merlot;7.4;0.16;0.3;13.7;44.44721204982592;943.77;329.9272120498259;285.48;0.056;33.0;168.0;0.99825;2.9;0.44;8.7;7
1943;Chardonnay;6.9;0.18;0.36;1.3;88.89675670381926;1524.8;457.40675670381927;368.51;0.036;40.0;117.0;0.9934;3.27;0.95;9.5;7
1944;Pinot noir;6.3;0.16;0.4;1.6;38.93006852767659;1440.33;347.3800685276766;308.45;0.033;59.0;148.0;0.9914;3.44;0.53;11.4;5
1945;Gamay;6.2;0.26;0.29;2.0;93.97050298652911;524.86;267.4005029865291;173.43;0.036;16.0;87.0;0.99081;3.33;0.61;11.8;2
1946;Cabernet Sauvignon;7.1;0.29;0.49;1.2;50.5070708665728;1116.16;369.0670708665728;318.56;0.031;32.0;99.0;0.9893;3.07;0.33;12.2;6
1947;Cabernet Sauvignon;7.1;0.33;0.3;3.3;92.93876949091849;1017.31;319.1587694909185;226.22;0.034;30.0;102.0;0.9912;3.08;0.31;12.3;7
1948;Pinot noir;6.4;0.29;0.32;2.4;40.89566377043048;1091.81;311.7056637704305;270.81;0.014;34.0;89.0;0.99008;3.24;0.66;12.5;7
1949;Chardonnay;6.3;0.34;0.27;2.5;71.71200703590061;1125.07;306.9220070359006;235.21;0.024;40.0;152.0;0.99095;3.35;0.6;11.9;7
1950;Pinot noir;6.4;0.32;0.23;16.2;43.70006292312535;1101.93;191.24006292312535;147.54;0.055;36.0;176.0;0.9986;3.26;0.54;9.1;5
1951;Chardonnay;9.1;0.33;0.38;1.7;54.39848040983883;1024.12;366.5484804098388;312.15;0.062;50.5;344.0;0.9958;3.1;0.7;9.5;5
1952;Chardonnay;7.6;0.32;0.25;9.5;46.999415444856176;1164.1;254.85941544485618;207.86;0.03;15.0;136.0;0.99367;3.1;0.44;12.1;6
1953;Chardonnay;6.5;0.22;0.45;8.0;95.40127239255837;716.51;330.80127239255836;235.4;0.053;52.0;196.0;0.9959;3.23;0.48;9.1;6
1954;Cabernet Sauvignon;6.4;0.24;0.27;1.5;24.59325703078057;303.48;319.6732570307806;295.08;0.04;35.0;105.0;0.98914;3.13;0.3;12.4;6
